05-Mar 15:27:19,-1.136361747E-10,7.85709441389908E-12
05-Mar 15:29:01,-1.158954227E-10,7.00642562580847E-12
05-Mar 15:30:53,-1.33740171E-10,7.96650845614801E-12
05-Mar 15:31:07,-1.315194328E-10,8.21700027998299E-12
05-Mar 15:35:06,-1.40638821E-10,9.07597968731222E-12
05-Mar 15:35:29,-1.37898404E-10,1.24169537224327E-11
05-Mar 15:38:48,-1.60960138E-10,8.82770070313884E-12
05-Mar 15:39:10,-1.4670171E-10,1.29574216727306E-11
05-Mar 15:40:45,-1.84808899E-10,1.67692473380575E-11
05-Mar 15:41:44,-1.55438397E-10,8.36000125488675E-12
05-Mar 15:43:31,-2.20712656E-10,2.83528119194029E-11
05-Mar 15:43:49,-1.620128416E-10,1.2420289420903E-11
05-Mar 15:45:52,-2.4766315E-10,3.92013170567925E-11
05-Mar 15:46:26,-1.65123668E-10,9.24315446285618E-12
05-Mar 15:48:44,-2.80543446E-10,5.80628102043411E-11
05-Mar 15:49:15,-1.73635967E-10,6.34981812408041E-12
