pulseheight,counts_ch_A,counts_ch_B
3.9215686274509802,0,0
11.76470588235294,22,0
19.6078431372549,45,0
27.45098039215686,37,0
35.29411764705882,21,0
43.13725490196078,12,0
50.98039215686274,14,0
58.8235294117647,6,0
66.66666666666666,2,0
74.50980392156862,5,0
82.35294117647058,2,0
90.19607843137254,6,0
98.0392156862745,5,0
105.88235294117646,5,0
113.72549019607843,15,0
121.56862745098039,20,0
129.41176470588235,17,0
137.2549019607843,26,0
145.09803921568624,18,0
152.94117647058823,25,0
160.78431372549016,18,0
168.62745098039215,24,0
176.4705882352941,32,0
184.31372549019608,32,0
192.156862745098,32,0
200.0,34,0
207.84313725490193,48,0
215.68627450980392,38,0
223.52941176470586,43,0
231.37254901960785,33,0
239.21568627450978,32,0
247.05882352941177,40,0
254.9019607843137,29,0
262.7450980392157,30,0
270.5882352941176,31,0
278.43137254901956,40,0
286.27450980392155,36,0
294.11764705882354,60,0
301.96078431372547,68,0
309.8039215686274,75,0
317.6470588235294,65,0
325.4901960784314,84,0
333.3333333333333,87,0
341.17647058823525,89,0
349.01960784313724,85,0
356.8627450980392,79,0
364.70588235294116,74,0
372.5490196078431,69,0
380.3921568627451,62,0
388.2352941176471,47,0
396.078431372549,56,0
403.92156862745094,62,0
411.7647058823529,52,0
419.6078431372549,44,0
427.45098039215685,28,0
435.2941176470588,32,0
443.1372549019608,39,0
450.98039215686276,26,0
458.8235294117647,22,0
466.66666666666663,22,0
474.5098039215686,29,0
482.3529411764706,17,0
490.19607843137254,13,0
498.0392156862745,20,0
505.88235294117646,23,0
513.7254901960785,25,0
521.5686274509803,15,0
529.4117647058823,14,0
537.2549019607843,18,0
545.0980392156862,19,0
552.9411764705883,22,0
560.7843137254902,21,0
568.627450980392,17,0
576.4705882352941,25,0
584.313725490196,25,0
592.156862745098,13,0
600.0,24,0
607.8431372549019,14,0
615.686274509804,14,0
623.5294117647059,15,0
631.3725490196077,24,0
639.2156862745098,14,0
647.0588235294117,21,0
654.9019607843137,24,0
662.7450980392157,20,0
670.5882352941176,21,0
678.4313725490197,22,0
686.2745098039215,18,0
694.1176470588234,27,0
701.9607843137255,23,0
709.8039215686274,20,0
717.6470588235294,14,0
725.4901960784314,25,0
733.3333333333333,14,0
741.1764705882354,19,0
749.0196078431372,22,0
756.8627450980391,20,0
764.7058823529412,13,0
772.5490196078431,17,0
780.392156862745,24,0
788.2352941176471,17,0
796.078431372549,19,0
803.9215686274509,11,0
811.7647058823529,18,0
819.6078431372548,22,0
827.4509803921569,24,0
835.2941176470588,17,0
843.1372549019607,18,0
850.9803921568628,25,0
858.8235294117646,23,0
866.6666666666666,17,0
874.5098039215686,18,0
882.3529411764705,11,0
890.1960784313726,20,0
898.0392156862745,14,0
905.8823529411764,17,0
913.7254901960785,13,0
921.5686274509803,13,0
929.4117647058823,14,0
937.2549019607843,12,0
945.0980392156862,12,0
952.9411764705883,10,0
960.7843137254902,15,0
968.627450980392,14,0
976.4705882352941,11,0
984.313725490196,15,0
992.156862745098,11,0
1000.0,9,0
1007.8431372549019,6,0
1015.6862745098039,7,0
1023.5294117647059,8,0
1031.372549019608,7,0
1039.2156862745096,9,0
1047.0588235294117,6,0
1054.9019607843138,5,0
1062.7450980392155,7,0
1070.5882352941176,8,0
1078.4313725490197,9,0
1086.2745098039215,4,0
1094.1176470588234,4,0
1101.9607843137255,9,0
1109.8039215686274,3,0
1117.6470588235293,9,0
1125.4901960784314,7,0
1133.3333333333333,8,0
1141.1764705882351,3,0
1149.0196078431372,4,0
1156.8627450980393,6,0
1164.705882352941,5,0
1172.549019607843,3,0
1180.3921568627452,7,0
1188.2352941176468,5,0
1196.078431372549,5,0
1203.921568627451,3,0
1211.764705882353,4,0
1219.6078431372548,3,0
1227.450980392157,7,0
1235.2941176470588,1,0
1243.1372549019607,3,0
1250.9803921568628,3,0
1258.8235294117646,4,0
1266.6666666666665,2,0
1274.5098039215686,2,0
1282.3529411764705,3,0
1290.1960784313724,2,0
1298.0392156862745,2,0
1305.8823529411766,1,0
1313.7254901960782,2,0
1321.5686274509803,3,0
1329.4117647058824,4,0
1337.254901960784,1,0
1345.0980392156862,1,0
1352.9411764705883,1,0
1360.7843137254902,2,0
1368.627450980392,3,0
1376.4705882352941,1,0
1384.313725490196,1,0
1392.156862745098,0,0
1400.0,2,0
1407.8431372549019,0,0
1415.6862745098038,1,0
1423.5294117647059,1,0
1431.372549019608,0,0
1439.2156862745096,1,0
1447.0588235294117,1,0
1454.9019607843138,0,0
1462.7450980392155,1,0
1470.5882352941176,0,0
1478.4313725490197,4,0
1486.2745098039215,0,0
1494.1176470588234,2,0
1501.9607843137255,0,0
1509.8039215686274,3,0
1517.6470588235293,0,0
1525.4901960784314,0,0
1533.3333333333333,1,0
1541.1764705882351,1,0
1549.0196078431372,0,0
1556.862745098039,0,0
1564.705882352941,1,0
1572.549019607843,0,0
1580.3921568627452,0,0
1588.2352941176468,0,0
1596.078431372549,1,0
1603.921568627451,0,0
1611.7647058823527,0,0
1619.6078431372548,0,0
1627.450980392157,1,0
1635.2941176470588,1,0
1643.1372549019607,0,0
1650.9803921568628,0,0
1658.8235294117646,0,0
1666.6666666666665,0,0
1674.5098039215686,0,0
1682.3529411764705,0,0
1690.1960784313724,0,0
1698.0392156862745,0,0
1705.8823529411766,0,0
1713.7254901960782,0,0
1721.5686274509803,0,0
1729.4117647058824,0,0
1737.254901960784,0,0
1745.0980392156862,0,0
1752.9411764705883,0,0
1760.78431372549,0,0
1768.627450980392,0,0
1776.4705882352941,0,0
