pulseheight,counts_ch_A,counts_ch_B
3.9215686274509802,0,0
11.76470588235294,20,0
19.6078431372549,65,0
27.45098039215686,43,0
35.29411764705882,33,0
43.13725490196078,32,0
50.98039215686274,54,0
58.8235294117647,71,0
66.66666666666666,39,0
74.50980392156862,45,0
82.35294117647058,34,0
90.19607843137254,28,0
98.0392156862745,34,0
105.88235294117646,19,0
113.72549019607843,22,0
121.56862745098039,22,0
129.41176470588235,17,0
137.2549019607843,26,0
145.09803921568624,31,0
152.94117647058823,38,0
160.78431372549016,32,0
168.62745098039215,45,0
176.4705882352941,34,0
184.31372549019608,37,0
192.156862745098,41,0
200.0,44,0
207.84313725490193,58,0
215.68627450980392,53,0
223.52941176470586,42,0
231.37254901960785,43,0
239.21568627450978,44,0
247.05882352941177,40,0
254.9019607843137,46,0
262.7450980392157,38,0
270.5882352941176,40,0
278.43137254901956,45,0
286.27450980392155,42,0
294.11764705882354,60,0
301.96078431372547,60,0
309.8039215686274,69,0
317.6470588235294,102,0
325.4901960784314,97,0
333.3333333333333,106,0
341.17647058823525,110,0
349.01960784313724,114,0
356.8627450980392,84,0
364.70588235294116,98,0
372.5490196078431,79,0
380.3921568627451,66,0
388.2352941176471,65,0
396.078431372549,62,0
403.92156862745094,40,0
411.7647058823529,41,0
419.6078431372549,32,0
427.45098039215685,33,0
435.2941176470588,28,0
443.1372549019608,41,0
450.98039215686276,26,0
458.8235294117647,32,0
466.66666666666663,33,0
474.5098039215686,30,0
482.3529411764706,27,0
490.19607843137254,33,0
498.0392156862745,29,0
505.88235294117646,26,0
513.7254901960785,29,0
521.5686274509803,18,0
529.4117647058823,22,0
537.2549019607843,29,0
545.0980392156862,25,0
552.9411764705883,24,0
560.7843137254902,24,0
568.627450980392,25,0
576.4705882352941,19,0
584.313725490196,23,0
592.156862745098,23,0
600.0,15,0
607.8431372549019,17,0
615.686274509804,15,0
623.5294117647059,15,0
631.3725490196077,8,0
639.2156862745098,11,0
647.0588235294117,18,0
654.9019607843137,18,0
662.7450980392157,10,0
670.5882352941176,10,0
678.4313725490197,10,0
686.2745098039215,13,0
694.1176470588234,16,0
701.9607843137255,11,0
709.8039215686274,13,0
717.6470588235294,13,0
725.4901960784314,12,0
733.3333333333333,15,0
741.1764705882354,5,0
749.0196078431372,16,0
756.8627450980391,10,0
764.7058823529412,9,0
772.5490196078431,14,0
780.392156862745,14,0
788.2352941176471,19,0
796.078431372549,13,0
803.9215686274509,10,0
811.7647058823529,13,0
819.6078431372548,17,0
827.4509803921569,16,0
835.2941176470588,19,0
843.1372549019607,10,0
850.9803921568628,25,0
858.8235294117646,11,0
866.6666666666666,20,0
874.5098039215686,9,0
882.3529411764705,14,0
890.1960784313726,15,0
898.0392156862745,10,0
905.8823529411764,13,0
913.7254901960785,13,0
921.5686274509803,7,0
929.4117647058823,16,0
937.2549019607843,10,0
945.0980392156862,10,0
952.9411764705883,7,0
960.7843137254902,10,0
968.627450980392,14,0
976.4705882352941,15,0
984.313725490196,9,0
992.156862745098,6,0
1000.0,5,0
1007.8431372549019,5,0
1015.6862745098039,7,0
1023.5294117647059,3,0
1031.372549019608,8,0
1039.2156862745096,1,0
1047.0588235294117,3,0
1054.9019607843138,1,0
1062.7450980392155,4,0
1070.5882352941176,1,0
1078.4313725490197,0,0
1086.2745098039215,0,0
1094.1176470588234,0,0
1101.9607843137255,2,0
